,State,County,FIPS Code,Avg Temperature (C),Max Temperature (C),Min Temperature (C),Heat_Stress_Day,Cold_Stress_Day,Precipitation (mm),Vapor Pressure Deficit (kPa),Drought_Stress_Day,Wet_Day,Heavy_Rain_Day,Solar Radiation (MJ m**-2 day**-1),Low_Light_Day,Relative Humidity (%),Wind Speed (m s**-1),Year,"PRODUCTION, MEASURED IN 480 LB BALES",harvested_area
22,TEXAS,BAILEY,48017,15.032309589041095,40.833,-19.5105,16.2,201.9,640.69035,1.0401817808219178,12.7,57.25,7.1000000000000005,168751.4262912,1.25,55.06634246575342,4.4113813698630135,2017,109500.0,138.95939086294416
23,TEXAS,BAYLOR,48023,18.758731506849315,39.3015,-13.579500000000001,50.05,133.45,900.274,1.1614138356164383,13.35,55.4,9.450000000000001,155934.6930432,5.5,57.611219178082195,4.110412876712329,2017,14600.0,20.221606648199447
24,TEXAS,BEE,48025,22.575217852408304,39.339999999999996,-5.134838709677419,51.45161290322581,51.54838709677419,1078.964935483871,0.8658798939460892,0.22580645161290322,105.93548387096774,12.193548387096774,126075.77129403871,8.451612903225806,73.60830755634113,5.427693592576227,2017,31130.0,26.882556131260795
25,TEXAS,BELL,48027,20.564017840076456,39.37069767441861,-9.37860465116279,46.02325581395349,95.30232558139535,1277.2152558139535,0.9379308059891686,1.6046511627906976,85.95348837209302,12.116279069767442,132730.5869159442,5.674418604651162,68.25621535520867,3.5102067537432307,2017,13100.0,16.253101736972706
26,TEXAS,BORDEN,48033,18.19224109589041,42.9585,-11.16,46.65,144.45,383.23875,1.2902643835616439,24.65,49.05,2.95,161503.2637632,4.1,52.45964383561644,3.8512669863013698,2017,29190.0,67.56944444444444
27,TEXAS,BOSQUE,48035,19.715714085001757,38.48307692307693,-10.523846153846154,33.05128205128205,110.0,1076.7137948717948,0.8994739726027398,1.7692307692307692,83.74358974358974,13.435897435897436,138122.3540315077,5.461538461538462,68.01486476993327,3.500855426765016,2017,2350.0,4.795918367346939
28,TEXAS,BRISCOE,48045,16.26270684931507,41.446,-15.193000000000001,32.45,172.45,787.7813,1.0548475342465753,10.45,63.0,9.25,159562.8796032,3.4,56.614479452054795,4.075489863013698,2017,52300.0,61.45710928319624
29,TEXAS,BURLESON,48051,20.915166666666668,38.58375,-7.9075,39.5,82.125,1541.457375,0.8027309360730595,0.08333333333333333,96.75,15.666666666666666,130134.1214592,9.708333333333334,73.45914383561644,4.2607550228310505,2017,30380.0,25.833333333333332
30,TEXAS,CALDWELL,48055,21.17899315068493,38.9625,-7.264,49.6,77.0,1222.59865,0.8244095890410958,0.0,103.4,12.5,126697.7395872,11.6,73.1414794520548,3.5316841095890408,2017,4840.0,8.848263254113345
31,TEXAS,CALHOUN,48057,22.825949486301372,34.119375,-3.930625,1.53125,34.125,1512.6955625,0.6393756849315069,0.0,102.28125,15.0625,136448.41714920002,8.25,79.08107876712329,6.8127347602739725,2017,43210.0,37.09012875536481
32,TEXAS,CAMERON,48061,24.09673707467963,38.07322580645161,-0.7687096774193548,29.419354838709676,25.193548387096772,864.6831612903226,0.7834640742377376,0.2903225806451613,76.58064516129032,8.64516129032258,137781.60310823226,4.709677419354839,77.45609368095448,7.33106557666814,2017,134600.0,147.9120879120879
33,TEXAS,CARSON,48065,15.13892191780822,39.672000000000004,-14.9715,24.55,184.9,745.1123,1.0157690410958904,9.75,64.2,8.35,157274.9497152,5.15,56.34686301369863,4.971217397260274,2017,170400.0,170.22977022977022
34,TEXAS,CASTRO,48069,14.844572602739726,41.5615,-19.4525,16.6,198.9,798.071,0.9672894520547946,10.15,61.85,8.1,164630.2408992,2.1,57.71102739726028,4.53935904109589,2017,154800.0,141.6285452881976
35,TEXAS,CHILDRESS,48075,17.29335102739726,40.91875,-17.6775,52.6875,164.5625,957.4045625,1.1269602739726028,16.4375,56.625,14.0,154058.6101392,5.75,56.83821917808219,3.945855650684931,2017,58400.0,74.39490445859873
36,TEXAS,COCHRAN,48079,15.69420205479452,41.244375,-17.509999999999998,18.1875,195.6875,432.5185,1.1345188356164384,14.8125,49.625,4.25,171210.7910592,1.9375,52.60789383561644,4.501042979452055,2017,119700.0,159.6
37,TEXAS,COLLINGSWORTH,48087,16.42262876712329,40.237,-16.872,43.7,175.55,983.7513,1.0455617808219178,12.8,60.05,14.6,154243.8787392,3.7,58.17083561643835,4.157670684931507,2017,95700.0,118.29419035846725
38,TEXAS,CONCHO,48095,19.265158356164385,39.418800000000005,-10.0084,43.88,121.48,703.74012,1.1230202739726027,9.0,64.8,8.08,152905.8220704,6.32,60.6926794520548,3.657440328767123,2017,40100.0,62.75430359937402
39,TEXAS,CROSBY,48107,16.921093150684932,41.6485,-14.362,29.75,163.1,579.2462,1.1554519178082192,14.65,59.35,6.1,161033.0589792,2.9,53.68282191780822,4.3064616438356165,2017,305100.0,426.7132867132867
40,TEXAS,DAWSON,48115,17.37576712328767,42.5985,-11.5985,33.4,158.95,378.68985,1.2090295890410958,15.05,44.8,2.95,168883.30379520002,2.6,53.67139726027398,3.9762942465753426,2017,343200.0,572.9549248747913
41,TEXAS,DEAF SMITH,48117,14.875886605783865,40.287222222222226,-17.64388888888889,17.666666666666668,194.11111111111111,852.51975,1.0265479452054795,12.333333333333334,66.41666666666667,9.444444444444445,165485.2960992,1.6944444444444444,55.36641552511415,4.900203196347032,2017,59400.0,73.97260273972603
42,TEXAS,DICKENS,48125,17.44875479452055,41.8125,-13.0575,42.9,157.0,537.1618,1.2008421917808219,16.8,58.3,3.7,161743.9421952,2.6,53.5537397260274,4.2407756164383565,2017,41100.0,58.547008547008545
43,TEXAS,DONLEY,48129,15.653239726027397,40.4015,-14.7715,28.8,184.95,842.8323,0.9773571232876712,5.35,62.95,10.8,157545.27241920002,2.6,58.16438356164384,4.146934931506849,2017,35450.0,38.32432432432432
44,TEXAS,EL PASO,48141,19.39488747553816,41.394285714285715,-6.128928571428572,35.17857142857143,139.75,313.9538928571429,1.6971650684931505,63.57142857142857,37.642857142857146,2.142857142857143,187812.82229348572,0.32142857142857145,37.97109589041096,3.1158461839530336,2017,18100.0,12.287847929395792
45,TEXAS,ELLIS,48139,19.66269771689498,37.46033333333333,-9.096666666666668,18.033333333333335,106.26666666666667,1132.2519666666667,0.8200361643835616,0.06666666666666667,82.46666666666667,13.5,129411.1168992,5.533333333333333,69.76581735159817,3.808279817351598,2017,34600.0,48.324022346368714
46,TEXAS,FANNIN,48147,18.533583333333333,36.03375,-15.5375,8.916666666666666,122.625,1217.9795416666666,0.7582240867579909,0.0,74.70833333333333,15.833333333333334,132411.8090592,6.416666666666666,70.27199771689497,3.521513584474886,2017,14500.0,14.370664023785926
47,TEXAS,FISHER,48151,18.39495479452055,41.1575,-12.279,47.45,137.2,782.1424,1.1665058904109589,14.75,57.45,7.95,158582.2495392,3.95,57.2106301369863,4.108694794520548,2017,51090.0,117.1788990825688
48,TEXAS,FLOYD,48153,16.150169863013698,41.556400000000004,-16.5032,22.0,170.4,654.7276,1.0662614794520546,11.68,66.6,6.72,159090.78438720002,2.52,55.76735342465753,4.616042191780822,2017,338000.0,358.81104033970274
49,TEXAS,FORT BEND,48157,21.919391073795847,36.37032258064516,-6.0519354838709685,5.741935483870968,56.96774193548387,2102.675677419355,0.7208812196199734,0.0,109.6774193548387,21.677419354838708,131426.32624629678,9.0,75.9615377817057,5.565453380468405,2017,69690.0,74.61456102783725
50,TEXAS,FRIO,48163,22.24577168949772,40.431666666666665,-7.222916666666666,86.375,77.79166666666667,1099.0409583333333,1.2047980593607306,7.75,72.33333333333333,10.541666666666666,139041.7278192,6.375,64.49050228310502,3.3130744292237444,2017,20340.0,12.501536570374924
51,TEXAS,GAINES,48165,16.56060578386606,41.386944444444445,-12.225833333333334,27.61111111111111,186.33333333333334,482.93355555555553,1.1759418569254185,15.277777777777779,49.55555555555556,5.611111111111111,170148.3650592,2.1666666666666665,53.51052511415525,3.9121542617960423,2017,380200.0,464.22466422466425
52,TEXAS,GARZA,48169,17.951661643835617,42.688,-12.8115,47.6,152.0,457.9383,1.2777289041095892,23.05,54.6,3.5,161188.8848352,4.0,52.24820547945206,3.950802739726027,2017,58800.0,84.60431654676259
53,TEXAS,GLASSCOCK,48173,18.744457534246575,41.9505,-12.405,43.95,133.55,391.4101,1.2994439726027398,24.95,45.4,2.8,166855.62798720002,1.95,53.876534246575346,4.3043304109589045,2017,120700.0,207.74526678141137
54,TEXAS,GRAY,48179,15.187112328767125,39.142,-14.162,21.8,186.15,716.37785,0.9713694520547945,5.7,67.45,7.55,153756.55811520002,4.3,57.774849315068494,4.701478493150685,2017,75100.0,73.7721021611002
55,TEXAS,HALE,48189,15.571864109589042,42.0196,-17.5304,17.080000000000002,186.4,689.72236,1.004476602739726,7.5600000000000005,63.92,7.5200000000000005,160293.8076192,2.36,57.126279452054796,4.4927414794520555,2017,422300.0,461.53005464480873
56,TEXAS,HALL,48191,17.01748630136986,42.9005,-16.4575,51.7,171.95,862.1441,1.1231456164383562,19.95,59.85,13.15,155236.54691520002,5.0,56.95743835616438,3.702927123287671,2017,91500.0,126.38121546961327
57,TEXAS,HANSFORD,48195,14.960042465753425,40.888999999999996,-16.9805,38.95,196.0,843.8088,1.0422139726027397,15.85,66.75,9.85,154324.1568672,3.55,56.21221917808219,4.7348604109589045,2017,175200.0,158.55203619909503
58,TEXAS,HARDEMAN,48197,17.933181996086105,39.669047619047625,-16.012857142857143,53.523809523809526,153.0952380952381,817.3391428571429,1.1883569471624267,18.285714285714285,56.61904761904762,9.809523809523808,153046.13703634287,4.857142857142857,55.34473581213307,4.168773907371167,2017,27550.0,27.71629778672032
59,TEXAS,HARTLEY,48205,14.121058599695587,39.407222222222224,-16.953333333333333,24.47222222222222,208.97222222222223,859.1615277777778,0.9816145357686453,13.805555555555555,66.41666666666667,11.472222222222221,159896.1050592,1.7777777777777777,56.297975646879756,4.482824581430745,2017,38650.0,43.870601589103295
60,TEXAS,HASKELL,48207,18.843990410958902,39.626999999999995,-12.955000000000002,61.6,136.95,932.7873,1.239852602739726,23.7,58.4,11.6,158336.2575072,5.1,56.013561643835615,4.043877945205479,2017,113400.0,185.9016393442623
61,TEXAS,HAYS,48209,20.688294520547945,38.50035714285714,-7.938214285714286,30.928571428571427,80.78571428571429,1031.6079285714286,0.8628057729941292,0.8571428571428571,93.67857142857143,10.535714285714286,128166.3909792,8.5,70.3952446183953,3.3449090019569474,2017,3110.0,5.623869801084991
62,TEXAS,HIDALGO,48215,24.166900050735666,41.63703703703704,-1.712962962962963,100.88888888888889,35.888888888888886,777.4338888888889,1.1261558599695585,1.3888888888888888,79.18518518518519,8.277777777777779,138982.1679392,5.185185185185185,70.07728564180618,6.14675098934551,2017,119100.0,94.97607655502392
63,TEXAS,HILL,48217,19.774014872798436,38.47257142857143,-9.818,31.37142857142857,110.37142857142857,1116.3758857142857,0.8619726810176125,0.9142857142857143,84.94285714285714,13.485714285714286,131378.7809952,5.8,69.4426771037182,3.741481017612524,2017,35100.0,35.418768920282545
64,TEXAS,HOCKLEY,48219,16.05044931506849,42.193,-16.8245,20.6,185.7,492.05920000000003,1.1138564383561644,13.65,53.5,5.2,165383.8458912,1.35,53.97367123287671,4.430951369863014,2017,191000.0,282.5443786982249
65,TEXAS,HOWARD,48227,18.426857534246576,42.489,-11.172,45.5,136.35,398.89175,1.268508082191781,23.0,45.8,3.55,165100.69969920002,2.1,54.00039726027397,3.934934520547945,2017,81900.0,226.86980609418282
66,TEXAS,HUTCHINSON,48233,15.363447945205479,41.262,-15.4445,41.55,191.25,732.6414,1.0741245205479453,18.95,65.15,8.15,155983.1133312,4.55,55.82908219178083,4.4704136986301375,2017,43400.0,61.911554921540656
67,TEXAS,JACKSON,48239,21.806765166340508,36.705714285714286,-5.636428571428572,11.142857142857142,60.92857142857143,1615.4839285714286,0.6459207436399217,0.0,115.85714285714286,16.5,133472.57508205716,8.785714285714285,78.94837573385519,6.064734540117416,2017,70400.0,71.91011235955057
68,TEXAS,JIM WELLS,48249,23.135062537224538,39.969565217391306,-5.2330434782608695,72.21739130434783,49.391304347826086,1135.6359130434782,0.9676263251935676,0.5652173913043478,100.04347826086956,12.434782608695652,136831.52812006956,8.304347826086957,72.26282310899344,5.763257176891007,2017,23600.0,36.875
69,TEXAS,JONES,48253,18.90237123287671,39.816500000000005,-12.529,55.55,132.9,794.88995,1.2033354794520548,20.6,63.05,9.35,154123.4293632,7.0,57.5214794520548,4.057538904109589,2017,75190.0,158.62869198312237
70,TEXAS,KNOX,48275,18.594542465753424,40.245,-14.234,68.6,146.75,786.749,1.2810976712328765,29.6,58.2,9.1,159212.78334720002,4.35,54.415,4.003228630136987,2017,38450.0,43.74288964732651
71,TEXAS,LAMAR,48277,18.37385095890411,35.716800000000006,-14.5624,5.84,122.92,1627.62608,0.7416961095890412,0.0,84.36,20.32,124726.5588384,6.4399999999999995,70.54307945205478,3.531953863013699,2017,18140.0,17.71484375
72,TEXAS,LAMB,48279,15.191461917808219,41.861999999999995,-18.651600000000002,17.92,199.44,619.505,1.011072,10.32,57.12,6.5200000000000005,164394.9543456,1.8,56.77283287671233,4.381439671232877,2017,264700.0,283.40471092077087
73,TEXAS,LUBBOCK,48303,16.430130136986303,42.314,-15.397,22.1,176.6,578.7154,1.11457301369863,12.25,57.5,5.6,161884.41693120002,2.55,54.40260273972603,4.336233561643835,2017,333000.0,431.34715025906735
74,TEXAS,LYNN,48305,17.022,42.416,-15.0575,28.65,168.0,494.1431,1.190702602739726,14.65,50.0,5.2,164709.8826912,2.6,53.076410958904106,4.314922876712329,2017,318800.0,501.25786163522014
75,TEXAS,MARTIN,48317,18.20011917808219,42.331,-10.4955,40.5,142.55,421.21605,1.2645180821917807,20.9,48.55,4.1,168087.21981120002,3.05,53.787068493150684,3.9034391780821918,2017,92100.0,167.45454545454547
76,TEXAS,MATAGORDA,48321,22.29767650158061,33.44423076923077,-4.5819230769230765,0.6153846153846153,46.57692307692308,1829.8419615384616,0.6242244467860907,0.0,105.75,18.01923076923077,132387.22006227693,7.173076923076923,79.10516859852476,6.532085616438356,2017,103950.0,96.87791239515377
77,TEXAS,MCCULLOCH,48307,19.278945753424658,39.4168,-8.9124,41.24,119.44,668.36464,1.044980602739726,4.36,65.68,7.04,149911.431696,5.4,63.44130410958904,3.416477150684931,2017,7190.0,12.504347826086956
78,TEXAS,MCLENNAN,48309,20.141619779485467,39.16024390243902,-10.242682926829268,42.80487804878049,107.29268292682927,1278.7479512195123,0.9003220180420983,1.5365853658536586,86.92682926829268,14.682926829268293,134983.93976359026,6.780487804878049,69.12761109254929,3.752871901102573,2017,16760.0,17.716701902748415
79,TEXAS,MEDINA,48325,21.088039573820396,38.80777777777777,-7.3925,47.0,85.47222222222223,1084.4576944444445,1.005090791476408,1.75,91.0,10.694444444444445,131615.24809920002,6.777777777777778,67.03898782343987,3.014779452054795,2017,60000.0,37.59398496240601
80,TEXAS,MILAM,48331,20.610888248017304,39.002105263157894,-9.073947368421052,44.473684210526315,91.65789473684211,1337.8089736842105,0.8513643835616438,0.34210526315789475,89.52631578947368,11.789473684210526,129557.69358972632,9.368421052631579,71.41702235039654,3.8816749098774332,2017,20220.0,25.627376425855513
81,TEXAS,MITCHELL,48335,18.609132876712327,43.048500000000004,-11.088,59.65,142.45,555.6812,1.2565647945205478,26.75,54.75,6.1,160364.2914432,2.55,55.68120547945205,3.907256575342466,2017,50940.0,96.84410646387833
82,TEXAS,MOORE,48341,14.538256164383561,39.7875,-15.5475,28.1,198.35,833.5738,0.9962345205479453,13.35,61.45,10.6,160592.3839872,2.4,56.54864383561644,4.604125342465753,2017,127300.0,104.1734860883797
83,TEXAS,MOTLEY,48345,17.207560547945207,42.242,-14.37,45.36,160.2,593.09328,1.1634432876712328,18.52,61.72,6.04,159068.8443168,3.8000000000000003,54.95547397260274,4.304652931506849,2017,11050.0,14.276485788113694
84,TEXAS,NAVARRO,48349,19.883984138428264,37.40289473684211,-8.112105263157895,19.105263157894736,99.39473684210526,1283.6717105263158,0.802135400144196,0.05263157894736842,86.39473684210526,15.657894736842104,128367.06771183158,6.447368421052632,70.94656813266042,4.140159913482337,2017,25000.0,33.96739130434783
85,TEXAS,NOLAN,48353,18.09393287671233,40.197,-10.654,26.55,132.1,668.492,1.064659315068493,6.9,60.7,6.25,158640.4874592,3.75,59.06764383561644,4.363458904109589,2017,77000.0,130.7300509337861
86,TEXAS,NUECES,48355,23.120981735159816,37.23166666666666,-4.100416666666667,37.166666666666664,44.458333333333336,1280.0877916666666,0.8167315068493152,0.0,103.16666666666667,13.916666666666666,136042.19737920002,10.0,75.63848173515981,6.739042579908676,2017,301930.0,267.43135518157663
87,TEXAS,OCHILTREE,48357,15.12304383561644,40.326,-16.6395,38.9,193.4,890.7515,1.0113302739726029,13.65,70.3,10.45,152361.2486592,3.35,57.528424657534245,4.731276164383561,2017,108000.0,95.65987599645705
88,TEXAS,PARMER,48369,14.808971232876713,40.634,-19.3625,15.6,198.4,896.9907,1.0049638356164383,12.4,62.75,10.4,165947.69488320002,1.2,55.623999999999995,4.622861780821918,2017,120400.0,120.03988035892323
89,TEXAS,PECOS,48371,19.459267876353728,42.024188481675395,-10.01109947643979,46.47643979057592,122.50785340314137,477.0525445026178,1.4090997059456356,31.51832460732984,52.27225130890052,3.905759162303665,175511.6701398283,3.303664921465969,50.44632432044754,3.9449047837624613,2017,18100.0,13.753799392097264
90,TEXAS,RANDALL,48381,14.900991780821919,40.0905,-16.310499999999998,20.4,194.65,901.2456999999999,0.9815432876712329,8.55,65.95,10.6,161237.4757632,3.1,57.40754794520548,4.72035,2017,21250.0,20.631067961165048
91,TEXAS,REAGAN,48383,18.949368949771692,42.11933333333333,-12.472333333333333,45.03333333333333,133.9,524.8448666666667,1.2790475799086758,22.966666666666665,45.9,5.566666666666666,169461.63616320002,3.2666666666666666,55.38011872146118,4.348161004566211,2017,55000.0,78.79656160458453
92,TEXAS,REEVES,48389,19.19026457925636,42.95161904761905,-10.926380952380953,66.36190476190477,142.54285714285714,422.7190095238095,1.532099595564253,52.161904761904765,44.93333333333333,3.6857142857142855,176694.1841952,2.895238095238095,47.13230006523157,3.407421500326158,2017,11700.0,10.0
93,TEXAS,REFUGIO,48391,22.498699137493656,36.031851851851854,-6.232962962962962,9.88888888888889,52.55555555555556,1244.3884074074074,0.7000963977676307,0.0,102.77777777777777,11.555555555555555,136881.7599392,8.185185185185185,77.73295788939625,6.5553149670218165,2017,107670.0,81.26037735849057
94,TEXAS,ROBERTS,48393,15.666012328767124,39.53,-14.764000000000001,33.85,183.2,768.5914,1.040882602739726,10.75,64.0,8.8,152860.7115072,5.6,56.657479452054794,4.587657260273972,2017,7890.0,9.483173076923077
95,TEXAS,ROBERTSON,48395,20.249189363416598,38.12441176470588,-9.086764705882352,28.147058823529413,93.38235294117646,1594.799117647059,0.7593214343271556,0.029411764705882353,94.11764705882354,15.852941176470589,127160.37199567059,9.735294117647058,73.56194198227236,4.066594037066881,2017,29100.0,31.056563500533617
96,TEXAS,RUNNELS,48399,18.953891506849313,41.163999999999994,-10.8708,56.8,136.6,710.92092,1.1623319452054794,17.28,65.04,7.68,151013.4509088,6.36,59.47549589041096,3.555406356164384,2017,80560.0,165.08196721311475
97,TEXAS,SAN PATRICIO,48409,22.916323785803236,37.475,-5.597272727272728,31.363636363636363,47.95454545454545,1234.0237272727272,0.8015235367372354,0.0,105.27272727272727,11.5,134823.48859374545,8.590909090909092,75.67199252801993,6.631483063511831,2017,256800.0,220.99827882960412
98,TEXAS,SCHLEICHER,48413,18.37515778792491,38.571851851851854,-10.674074074074074,18.666666666666668,134.7037037037037,750.1902962962963,0.993265854895992,4.222222222222222,53.0,8.25925925925926,158358.54425920002,4.481481481481481,62.8682496194825,3.8369086757990867,2017,13540.0,21.45800316957211
99,TEXAS,SCURRY,48415,18.180553424657536,42.242000000000004,-11.0095,44.4,140.35,542.42235,1.2239424657534246,20.4,56.9,5.2,157892.8686912,3.15,54.64290410958904,4.154088767123288,2017,59720.0,127.88008565310493
100,TEXAS,SHERMAN,48421,14.215149315068492,39.367000000000004,-17.599,28.75,203.25,821.03445,0.9816995890410959,12.35,61.95,10.75,158497.16454720002,2.5,56.87067123287672,4.67430904109589,2017,112200.0,100.17857142857143
101,TEXAS,STARR,48427,24.06362176560122,41.21416666666667,-2.693611111111111,114.05555555555556,37.833333333333336,714.8355277777778,1.2680800608828007,3.8055555555555554,67.30555555555556,9.36111111111111,149669.0308992,4.361111111111111,66.28931506849315,4.748827929984779,2017,9640.0,10.211864406779661
102,TEXAS,SWISHER,48437,15.065649315068494,40.838,-17.8445,18.6,191.75,802.6048,0.9508553424657534,5.45,66.25,9.2,160113.4903872,2.3,58.61115068493151,4.531279315068494,2017,202400.0,193.12977099236642
103,TEXAS,TAYLOR,48441,18.571231506849315,39.2665,-11.244,33.65,126.95,800.7393500000001,1.0834902739726027,8.5,68.6,9.5,153004.9433472,5.65,59.67876712328767,4.223342054794521,2017,26000.0,49.808429118773944
104,TEXAS,TERRY,48445,16.087550684931507,42.1585,-15.916999999999998,24.1,192.5,504.21155,1.123481506849315,10.25,50.25,6.2,169024.93240320001,1.4,54.25949315068493,4.209650821917808,2017,263400.0,390.22222222222223
